1.28	5.17059
1.28001	5.1706
1.28002	5.17061
1.28003	5.17061
1.28004	5.17062
1.28005	5.17063
1.28006	5.17063
1.28007	5.17064
1.28008	5.17065
1.28009	5.17065
1.2801	5.17066
1.28011	5.17067
1.28012	5.17067
1.28013	5.17068
1.28014	5.17068
1.28015	5.17069
1.28016	5.1707
1.28017	5.1707
1.28018	5.17071
1.28019	5.17071
1.2802	5.17071
1.28021	5.17072
1.28022	5.17072
1.28023	5.17073
1.28024	5.17073
1.28025	5.17073
1.28026	5.17074
1.28027	5.17074
1.28028	5.17075
1.28029	5.17075
1.2803	5.17075
1.28031	5.17075
1.28032	5.17076
1.28033	5.17076
1.28034	5.17076
1.28035	5.17076
1.28036	5.17076
1.28037	5.17077
1.28038	5.17077
1.28039	5.17077
1.2804	5.17077
1.28041	5.17077
1.28042	5.17077
1.28043	5.17077
1.28044	5.17077
1.28045	5.17077
1.28046	5.17077
1.28047	5.17077
1.28048	5.17077
1.28049	5.17077
1.2805	5.17077
1.28051	5.17077
1.28052	5.17077
1.28053	5.17077
1.28054	5.17077
1.28055	5.17077
1.28056	5.17077
1.28057	5.17076
1.28058	5.17076
1.28059	5.17076
1.2806	5.17076
1.28061	5.17076
1.28062	5.17075
1.28063	5.17075
1.28064	5.17075
1.28065	5.17075
1.28066	5.17074
1.28067	5.17074
1.28068	5.17074
1.28069	5.17073
1.2807	5.17073
1.28071	5.17072
1.28072	5.17072
1.28073	5.17072
1.28074	5.17071
1.28075	5.17071
1.28076	5.1707
1.28077	5.1707
1.28078	5.17069
1.28079	5.17069
1.2808	5.17068
1.28081	5.17068
1.28082	5.17067
1.28083	5.17066
1.28084	5.17066
1.28085	5.17065
1.28086	5.17064
1.28087	5.17064
1.28088	5.17063
1.28089	5.17062
1.2809	5.17062
1.28091	5.17061
1.28092	5.1706
1.28093	5.1706
1.28094	5.17059
1.28095	5.17058
1.28096	5.17057
1.28097	5.17056
1.28098	5.17056
1.28099	5.17055
1.281	5.17054
1.28101	5.17053
1.28102	5.17052
1.28103	5.17051
1.28104	5.1705
1.28105	5.17049
1.28106	5.17048
1.28107	5.17047
1.28108	5.17046
1.28109	5.17045
1.2811	5.17044
1.28111	5.17043
1.28112	5.17042
1.28113	5.17041
1.28114	5.1704
1.28115	5.17039
1.28116	5.17038
1.28117	5.17037
1.28118	5.17036
1.28119	5.17034
1.2812	5.17033
1.28121	5.17032
1.28122	5.17031
1.28123	5.1703
1.28124	5.17028
1.28125	5.17027
1.28126	5.17026
1.28127	5.17025
1.28128	5.17023
1.28129	5.17022
1.2813	5.17021
1.28131	5.17019
1.28132	5.17018
1.28133	5.17017
1.28134	5.17015
1.28135	5.17014
1.28136	5.17012
1.28137	5.17011
1.28138	5.17009
1.28139	5.17008
1.2814	5.17007
1.28141	5.17005
1.28142	5.17003
1.28143	5.17002
1.28144	5.17
1.28145	5.16999
1.28146	5.16997
1.28147	5.16996
1.28148	5.16994
1.28149	5.16992
1.2815	5.16991
1.28151	5.16989
1.28152	5.16988
1.28153	5.16986
1.28154	5.16984
1.28155	5.16982
1.28156	5.16981
1.28157	5.16979
1.28158	5.16977
1.28159	5.16975
1.2816	5.16974
1.28161	5.16972
1.28162	5.1697
1.28163	5.16968
1.28164	5.16966
1.28165	5.16965
1.28166	5.16963
1.28167	5.16961
1.28168	5.16959
1.28169	5.16957
1.2817	5.16955
1.28171	5.16953
1.28172	5.16951
1.28173	5.16949
1.28174	5.16947
1.28175	5.16945
1.28176	5.16943
1.28177	5.16941
1.28178	5.16939
1.28179	5.16937
1.2818	5.16935
1.28181	5.16933
1.28182	5.16931
1.28183	5.16929
1.28184	5.16927
1.28185	5.16924
1.28186	5.16922
1.28187	5.1692
1.28188	5.16918
1.28189	5.16916
1.2819	5.16913
1.28191	5.16911
1.28192	5.16909
1.28193	5.16907
1.28194	5.16904
1.28195	5.16902
1.28196	5.169
1.28197	5.16898
1.28198	5.16895
1.28199	5.16893
1.282	5.16891
1.28201	5.16888
1.28202	5.16886
1.28203	5.16883
1.28204	5.16881
1.28205	5.16879
1.28206	5.16876
1.28207	5.16874
1.28208	5.16871
1.28209	5.16869
1.2821	5.16866
1.28211	5.16864
1.28212	5.16861
1.28213	5.16859
1.28214	5.16856
1.28215	5.16854
1.28216	5.16851
1.28217	5.16848
1.28218	5.16846
1.28219	5.16843
1.2822	5.1684
1.28221	5.16838
1.28222	5.16835
1.28223	5.16832
1.28224	5.1683
1.28225	5.16827
1.28226	5.16824
1.28227	5.16822
1.28228	5.16819
1.28229	5.16816
1.2823	5.16813
1.28231	5.16811
1.28232	5.16808
1.28233	5.16805
1.28234	5.16802
1.28235	5.16799
1.28236	5.16796
1.28237	5.16794
1.28238	5.16791
1.28239	5.16788
1.2824	5.16785
1.28241	5.16782
1.28242	5.16779
1.28243	5.16776
1.28244	5.16773
1.28245	5.1677
1.28246	5.16767
1.28247	5.16764
1.28248	5.16761
1.28249	5.16758
1.2825	5.16755
1.28251	5.16752
1.28252	5.16749
1.28253	5.16746
1.28254	5.16743
1.28255	5.1674
1.28256	5.16737
1.28257	5.16733
1.28258	5.1673
1.28259	5.16727
1.2826	5.16724
1.28261	5.16721
1.28262	5.16718
1.28263	5.16714
1.28264	5.16711
1.28265	5.16708
1.28266	5.16705
1.28267	5.16701
1.28268	5.16698
1.28269	5.16695
1.2827	5.16692
1.28271	5.16688
1.28272	5.16685
1.28273	5.16682
1.28274	5.16678
1.28275	5.16675
1.28276	5.16672
1.28277	5.16668
1.28278	5.16665
1.28279	5.16661
1.2828	5.16658
1.28281	5.16654
1.28282	5.16651
1.28283	5.16648
1.28284	5.16644
1.28285	5.16641
1.28286	5.16637
1.28287	5.16634
1.28288	5.1663
1.28289	5.16627
1.2829	5.16623
1.28291	5.16619
1.28292	5.16616
1.28293	5.16612
1.28294	5.16609
1.28295	5.16605
1.28296	5.16601
1.28297	5.16598
1.28298	5.16594
1.28299	5.1659
1.283	5.16587
1.28301	5.16583
1.28302	5.16579
1.28303	5.16576
1.28304	5.16572
1.28305	5.16568
1.28306	5.16564
1.28307	5.16561
1.28308	5.16557
1.28309	5.16553
1.2831	5.16549
1.28311	5.16546
1.28312	5.16542
1.28313	5.16538
1.28314	5.16534
1.28315	5.1653
1.28316	5.16526
1.28317	5.16522
1.28318	5.16519
1.28319	5.16515
1.2832	5.16511
1.28321	5.16507
1.28322	5.16503
1.28323	5.16499
1.28324	5.16495
1.28325	5.16491
1.28326	5.16487
1.28327	5.16483
1.28328	5.16479
1.28329	5.16475
1.2833	5.16471
1.28331	5.16467
1.28332	5.16463
1.28333	5.16459
1.28334	5.16455
1.28335	5.1645
1.28336	5.16446
1.28337	5.16442
1.28338	5.16438
1.28339	5.16434
1.2834	5.1643
1.28341	5.16426
1.28342	5.16421
1.28343	5.16417
1.28344	5.16413
1.28345	5.16409
1.28346	5.16405
1.28347	5.164
1.28348	5.16396
1.28349	5.16392
1.2835	5.16388
1.28351	5.16383
1.28352	5.16379
1.28353	5.16375
1.28354	5.1637
1.28355	5.16366
1.28356	5.16362
1.28357	5.16357
1.28358	5.16353
1.28359	5.16349
1.2836	5.16344
1.28361	5.1634
1.28362	5.16336
1.28363	5.16331
1.28364	5.16327
1.28365	5.16322
1.28366	5.16318
1.28367	5.16313
1.28368	5.16309
1.28369	5.16304
1.2837	5.163
1.28371	5.16295
1.28372	5.16291
1.28373	5.16286
1.28374	5.16282
1.28375	5.16277
1.28376	5.16273
1.28377	5.16268
1.28378	5.16264
1.28379	5.16259
1.2838	5.16254
1.28381	5.1625
1.28382	5.16245
1.28383	5.1624
1.28384	5.16236
1.28385	5.16231
1.28386	5.16226
1.28387	5.16222
1.28388	5.16217
1.28389	5.16212
1.2839	5.16208
1.28391	5.16203
1.28392	5.16198
1.28393	5.16194
1.28394	5.16189
1.28395	5.16184
1.28396	5.16179
1.28397	5.16174
1.28398	5.1617
1.28399	5.16165
1.284	5.1616
1.28401	5.16155
1.28402	5.1615
1.28403	5.16145
1.28404	5.16141
1.28405	5.16136
1.28406	5.16131
1.28407	5.16126
1.28408	5.16121
1.28409	5.16116
1.2841	5.16111
1.28411	5.16106
1.28412	5.16101
1.28413	5.16096
1.28414	5.16091
1.28415	5.16086
1.28416	5.16081
1.28417	5.16076
1.28418	5.16071
1.28419	5.16066
1.2842	5.16061
1.28421	5.16056
1.28422	5.16051
1.28423	5.16046
1.28424	5.16041
1.28425	5.16036
1.28426	5.16031
1.28427	5.16026
1.28428	5.16021
1.28429	5.16016
1.2843	5.16011
1.28431	5.16005
1.28432	5.16
1.28433	5.15995
1.28434	5.1599
1.28435	5.15985
1.28436	5.1598
1.28437	5.15974
1.28438	5.15969
1.28439	5.15964
1.2844	5.15959
1.28441	5.15954
1.28442	5.15948
1.28443	5.15943
1.28444	5.15938
1.28445	5.15933
1.28446	5.15927
1.28447	5.15922
1.28448	5.15917
1.28449	5.15911
1.2845	5.15906
1.28451	5.15901
1.28452	5.15895
1.28453	5.1589
1.28454	5.15885
1.28455	5.15879
1.28456	5.15874
1.28457	5.15868
1.28458	5.15863
1.28459	5.15858
1.2846	5.15852
1.28461	5.15847
1.28462	5.15841
1.28463	5.15836
1.28464	5.1583
1.28465	5.15825
1.28466	5.1582
1.28467	5.15814
1.28468	5.15809
1.28469	5.15803
1.2847	5.15798
1.28471	5.15792
1.28472	5.15786
1.28473	5.15781
1.28474	5.15775
1.28475	5.1577
1.28476	5.15764
1.28477	5.15759
1.28478	5.15753
1.28479	5.15747
1.2848	5.15742
1.28481	5.15736
1.28482	5.15731
1.28483	5.15725
1.28484	5.15719
1.28485	5.15714
1.28486	5.15708
1.28487	5.15702
1.28488	5.15697
1.28489	5.15691
1.2849	5.15685
1.28491	5.1568
1.28492	5.15674
1.28493	5.15668
1.28494	5.15662
1.28495	5.15657
1.28496	5.15651
1.28497	5.15645
1.28498	5.15639
1.28499	5.15634
1.285	5.15628
1.28501	5.15622
1.28502	5.15616
1.28503	5.1561
1.28504	5.15605
1.28505	5.15599
1.28506	5.15593
1.28507	5.15587
1.28508	5.15581
1.28509	5.15575
1.2851	5.1557
1.28511	5.15564
1.28512	5.15558
1.28513	5.15552
1.28514	5.15546
1.28515	5.1554
1.28516	5.15534
1.28517	5.15528
1.28518	5.15522
1.28519	5.15516
1.2852	5.1551
1.28521	5.15504
1.28522	5.15498
1.28523	5.15492
1.28524	5.15486
1.28525	5.1548
1.28526	5.15474
1.28527	5.15468
1.28528	5.15462
1.28529	5.15456
1.2853	5.1545
1.28531	5.15444
1.28532	5.15438
1.28533	5.15432
1.28534	5.15426
1.28535	5.1542
1.28536	5.15414
1.28537	5.15408
1.28538	5.15402
1.28539	5.15396
1.2854	5.15389
1.28541	5.15383
1.28542	5.15377
1.28543	5.15371
1.28544	5.15365
1.28545	5.15359
1.28546	5.15353
1.28547	5.15346
1.28548	5.1534
1.28549	5.15334
1.2855	5.15328
1.28551	5.15322
1.28552	5.15315
1.28553	5.15309
1.28554	5.15303
1.28555	5.15297
1.28556	5.1529
1.28557	5.15284
1.28558	5.15278
1.28559	5.15272
1.2856	5.15265
1.28561	5.15259
1.28562	5.15253
1.28563	5.15246
1.28564	5.1524
1.28565	5.15234
1.28566	5.15227
1.28567	5.15221
1.28568	5.15215
1.28569	5.15208
1.2857	5.15202
1.28571	5.15196
1.28572	5.15189
1.28573	5.15183
1.28574	5.15177
1.28575	5.1517
1.28576	5.15164
1.28577	5.15157
1.28578	5.15151
1.28579	5.15144
1.2858	5.15138
1.28581	5.15132
1.28582	5.15125
1.28583	5.15119
1.28584	5.15112
1.28585	5.15106
1.28586	5.15099
1.28587	5.15093
1.28588	5.15086
1.28589	5.1508
1.2859	5.15073
1.28591	5.15067
1.28592	5.1506
1.28593	5.15054
1.28594	5.15047
1.28595	5.15041
1.28596	5.15034
1.28597	5.15028
1.28598	5.15021
1.28599	5.15014
1.286	5.15008
1.28601	5.15001
1.28602	5.14995
1.28603	5.14988
1.28604	5.14981
1.28605	5.14975
1.28606	5.14968
1.28607	5.14962
